,栏目,标题,作者,链接
2019-11-11,肺癌,肺癌早期晚期的症状有哪些,刘宗志,https://www.haodf.com/neirong/wenzhang/8078858227.html
2019-11-11,腰椎间盘突出,如何治疗腰椎间盘突出症？,郭钧,https://www.haodf.com/neirong/wenzhang/8078775957.html
2019-11-11,肺部结节,刘懿博士说肺癌（九八二）除了肺，其他部位还有没有磨玻璃结节...,刘懿,https://www.haodf.com/neirong/wenzhang/8078708136.html
2019-11-10,乳腺癌,得了三阴性乳腺癌可以生小孩吗？,黄汉源,https://m.haodf.com/neirong/shipin/8078492007.html
2019-11-10,小三阳,小三阳会传染吗，需和家人分碗筷不？,杨齐英,https://m.haodf.com/neirong/yuyin/8078491167.html
2019-11-10,肺癌,肺癌的早期症状有哪些，如何及早发现？,肖建军,https://m.haodf.com/neirong/shipin/8078423020.html
2019-11-10,乳腺癌,乳腺癌内分泌治疗药物的选择,赵刚,https://www.haodf.com/neirong/wenzhang/8078420611.html
2019-11-10,肠息肉,第六十五问：什么是内镜黏膜下剥离术(ESD)，内镜下黏膜切除术（...,胡良皞,https://www.haodf.com/neirong/wenzhang/8078315577.html
2019-11-10,子宫肌瘤,子宫肌瘤还开刀!?来了解下不用开刀的微创介入治疗吧,徐爱民,https://www.haodf.com/neirong/wenzhang/8078313823.html
2019-11-10,糖尿病,手发麻应该警惕什么病？,赵胜军,https://m.haodf.com/neirong/yuyin/8078154590.html
2019-11-09,乙肝,肝病病人怎么养肝呢？,郑毅,https://www.haodf.com/neirong/wenzhang/8077919938.html
2019-11-09,子宫肌瘤,发现子宫肌瘤怎么办？微创介入治疗全过程,郭伟红,https://www.haodf.com/neirong/wenzhang/8077813504.html
2019-11-09,脑梗塞,怎样预防中风,贾钰华,https://www.haodf.com/neirong/wenzhang/8077727929.html
2019-11-09,脑出血,中风的常见症状,贾钰华,https://www.haodf.com/neirong/wenzhang/8077727454.html
2019-11-09,颈椎病,脑梗塞引起的手麻与颈椎病引起手麻有什么区别？,张维,https://m.haodf.com/neirong/shipin/8077624177.html
2019-11-09,乙肝,火锅可以杀死乙肝病毒吗，和乙肝患者一块吃火锅会被传染吗？,钟远辉,https://m.haodf.com/neirong/yuyin/8077548692.html
2019-11-09,乙肝,乙肝疫苗CHO是什么意思？,钟远辉,https://m.haodf.com/neirong/yuyin/8077547990.html
2019-11-09,腰椎间盘突出,高龄老人的腰椎病间盘突出不想手术怎么治疗？,张维,https://m.haodf.com/neirong/shipin/8077547785.html
2019-11-09,脑梗塞,脑梗死复查做哪些检查？,张维,https://m.haodf.com/neirong/shipin/8077547136.html
2019-11-09,腰椎间盘突出,腰间盘突出生活中应该注意什么？,张维,https://m.haodf.com/neirong/shipin/8077546918.html
2019-11-09,乙肝,流感疫苗和乙肝疫苗需要隔多久能打？,钟远辉,https://m.haodf.com/neirong/yuyin/8077546850.html
2019-11-09,腰椎间盘突出,腰椎间盘突出压迫神经怎么办？,张维,https://m.haodf.com/neirong/shipin/8077545898.html
2019-11-09,乙肝,洗餐具可以洗掉乙肝病毒吗,钟远辉,https://m.haodf.com/neirong/yuyin/8077543139.html
2019-11-09,乙肝,乙肝两对半哪种检测方法最准？,盛雄,https://m.haodf.com/neirong/yuyin/8077542946.html
2019-11-09,乙肝,肌酐偏高与乙肝有关吗,钟远辉,https://m.haodf.com/neirong/yuyin/8077541742.html
2019-11-09,乙肝,乙肝DNA定量参考值后面加004是什么意思？,潘业,https://m.haodf.com/neirong/yuyin/8077541627.html
2019-11-09,乙肝,乙肝抗原复查要空腹吗，有哪些注意事项？,潘业,https://m.haodf.com/neirong/yuyin/8077540907.html
2019-11-09,乙肝,哪项偏高表示有乙肝？,尹有宽,https://m.haodf.com/neirong/yuyin/8077429514.html
2019-11-09,乙肝,先天性乙肝对身体有什么影响？,庄严,https://m.haodf.com/neirong/yuyin/8077429082.html
2019-11-09,肺癌,肺癌从早期到晚期一般多长时间？怎样治疗效果更好？,乔贵宾,https://www.haodf.com/neirong/wenzhang/8077428373.html
2019-11-09,乳腺癌,乳腺癌术后检查—21基因检测是做什么用的？,王靖,https://www.haodf.com/neirong/wenzhang/8077369013.html
2019-11-08,胆结石,胆道结石的相关治疗，看图了解。,纳涛,https://www.haodf.com/neirong/wenzhang/8077098047.html
2019-11-08,甲亢,甲状腺功能五项结果怎么看?,吕伟明,https://www.haodf.com/neirong/wenzhang/8077091875.html
2019-11-08,乳腺癌,携手化疗，共抗乳癌,吕伟明,https://www.haodf.com/neirong/wenzhang/8077091823.html
2019-11-08,肺癌,中医能不能治疗肿瘤？中医和西医的各自优势是什么？该如何选择...,关念波,https://m.haodf.com/neirong/shipin/8076839208.html
2019-11-08,颈椎病,X光片、CT、核磁共振，颈、腰椎疾病患者检查选哪个?,李维新,https://www.haodf.com/neirong/wenzhang/8076836670.html
2019-11-08,胃癌,胃癌术后住院期间饮食指导,孟祥宇,https://www.haodf.com/neirong/wenzhang/8076748211.html
2019-11-08,腰椎间盘突出,【微创手术】腰椎间盘突出手术复发再治疗,曾腾辉,https://www.haodf.com/neirong/wenzhang/8076630348.html
2019-11-08,肺癌,什么样的肺癌患者可以进行手术治疗？,程吕欢,https://www.haodf.com/neirong/wenzhang/8076434694.html
2019-11-08,脑出血,脑卒中后下肢分离运动自我锻炼：每次10组，每天5次。,周文萍,https://m.haodf.com/neirong/shipin/8076432802.html
2019-11-07,甲状腺癌,转发：卫健委发布：恶性肿瘤患者膳食指导,李明,https://www.haodf.com/neirong/wenzhang/8076222580.html
2019-11-07,肝癌,铁蛋白升高一定是肿瘤吗？,杨宗国,https://www.haodf.com/neirong/wenzhang/8076123403.html
2019-11-07,乳腺癌,得了乳腺癌怎么办,齐立强,https://www.haodf.com/neirong/wenzhang/8075937717.html
2019-11-07,子宫肌瘤,海扶治疗须知,陈兵,https://www.haodf.com/neirong/wenzhang/8075825372.html
2019-11-07,乳腺癌,应该如何应对乳腺癌化疗的副作用？,黄汉源,https://m.haodf.com/neirong/shipin/8075733703.html
2019-11-07,胃癌,胃癌的术前和术后的化疗,季鑫,https://www.haodf.com/neirong/wenzhang/8075655439.html
2019-11-06,子宫肌瘤,子宫肌瘤治疗的方法,张坤,https://www.haodf.com/neirong/wenzhang/8075214892.html
2019-11-06,子宫肌瘤,子宫肌瘤有什么临床表现,张坤,https://www.haodf.com/neirong/wenzhang/8075214834.html
2019-11-06,乳腺癌,洋葱和大蒜，能防乳腺癌,尤长宣,https://www.haodf.com/neirong/wenzhang/8075214672.html
2019-11-06,乙肝,什么时候开始抗乙肝病毒治疗？,杨宗国,https://www.haodf.com/neirong/wenzhang/8074977054.html
2019-11-06,高血压,高血压饮食方面需要注意什么？,王俊,https://m.haodf.com/neirong/yuyin/8074974721.html
2019-11-06,冠心病,冠心病有哪些饮食禁忌？,王俊,https://m.haodf.com/neirong/yuyin/8074974497.html
2019-11-06,乙肝,宝宝六个月时的乙肝疫苗最迟多久打？,张训景,https://m.haodf.com/neirong/yuyin/8074972146.html
2019-11-06,腰椎间盘突出,我们科周微医生教大家腰椎病锻炼方法之一～转腰推碑,高翔,https://m.haodf.com/neirong/shipin/8074874689.html
2019-11-06,冠心病,冠心病病人控制心率的重要性,,https://www.haodf.com/neirong/wenzhang/8074872587.html
2019-11-06,乙肝,乙肝抗原在临界值怎么办，是代表可能感染乙肝了吗？,余卓,https://m.haodf.com/neirong/yuyin/8074608243.html
2019-11-06,乙肝,乙肝病毒2次方是阴性吗？,余卓,https://m.haodf.com/neirong/yuyin/8074604875.html
2019-11-06,肺癌,肺癌手术后饮食指导,韩志军,https://www.haodf.com/neirong/wenzhang/8074602907.html
2019-11-05,乳腺癌,转发：乳房疼痛与乳腺癌的关系,李明,https://www.haodf.com/neirong/wenzhang/8073791276.html
2019-11-05,骨折,为什么骨折后容易发生关节僵硬?,唐晶,https://m.haodf.com/neirong/shipin/8073716128.html
2019-11-05,乙肝,正在吃哪些药不能打乙肝疫苗？,高秀梅,https://m.haodf.com/neirong/yuyin/8073715297.html
2019-11-05,乙肝,乙肝e抗原数值下降好吗，有什么意义？,尹有宽,https://m.haodf.com/neirong/yuyin/8073714614.html
2019-11-05,乙肝,60岁还需不需要打乙肝疫苗？,郝丽,https://m.haodf.com/neirong/yuyin/8073714573.html
2019-11-05,乙肝,55岁有必要打乙肝疫苗吗？,高秀梅,https://m.haodf.com/neirong/yuyin/8073714146.html
2019-11-05,乙肝,乙肝弱阳性的滴度值范围是什么？,侯争飞,https://m.haodf.com/neirong/yuyin/8073711437.html
2019-11-05,乙肝,乙肝1345阳性说明什么？,侯争飞,https://m.haodf.com/neirong/yuyin/8073710757.html
2019-11-05,乙肝,老婆有乙肝小三阳会传染给老公吗？,侯争飞,https://m.haodf.com/neirong/yuyin/8073710672.html
2019-11-05,乙肝,乙肝至今为止有特效药吗？,侯争飞,https://m.haodf.com/neirong/yuyin/8073710582.html
2019-11-05,乳腺癌,乳腺癌是保乳还是全切，哪个更好？一文读懂！,杨碎胜,https://www.haodf.com/neirong/wenzhang/8073615297.html
2019-11-05,胃病,什么是胃黏膜肠化生，与胃癌的关系,陈娣兰,https://m.haodf.com/neirong/shipin/8073614376.html
2019-11-05,骨折,老年人一定要注意不要摔倒,李天军,https://www.haodf.com/neirong/wenzhang/8073613235.html
2019-11-05,乳腺癌,乳腺癌最早出现的症状,张士云,https://www.haodf.com/neirong/wenzhang/8073517435.html
2019-11-05,腰椎间盘突出,哪些情况下容易引发腰椎病,张正平,https://www.haodf.com/neirong/wenzhang/8073448527.html
2019-11-05,肾动脉狭窄,血管外科疾病科普之一：高血压患者需筛查肾动脉狭窄,陈述,https://www.haodf.com/neirong/wenzhang/8073440322.html
2019-11-05,医疗健康,乙肝小三阳打干扰素能治愈吗,余卓,https://m.haodf.com/neirong/yuyin/8073332173.html
2019-11-05,乙肝,乙肝五项245阳性与25阳性有什么区别？,侯争飞,https://m.haodf.com/neirong/yuyin/8073330381.html
2019-11-05,乙肝,乙肝45项数值低于参考值是阳性吗,侯争飞,https://m.haodf.com/neirong/yuyin/8073330147.html
2019-11-05,小三阳,乙肝小三阳转阴需要什么条件？,侯争飞,https://m.haodf.com/neirong/yuyin/8073330051.html
2019-11-05,乙肝,乙肝135阳性转15阳性怎么回事？,盛雄,https://m.haodf.com/neirong/yuyin/8073229635.html
2019-11-05,乙肝,夫妻一方有乙肝另一方有抗体会传染吗,余卓,https://m.haodf.com/neirong/yuyin/8073229456.html
2019-11-05,乙肝,没有诊断为乙肝为什么肾穿显示乙肝病毒呢,侯争飞,https://m.haodf.com/neirong/yuyin/8073229154.html
2019-11-05,乙肝,乙肝肝移植后，还有乙肝病毒吗,盛雄,https://m.haodf.com/neirong/yuyin/8073228997.html
2019-11-05,乙肝,乙肝打干扰素转阴概率高吗,侯争飞,https://m.haodf.com/neirong/yuyin/8073228941.html
2019-11-05,乙肝,孩子嘴破了能吃乙肝母亲的母乳吗,盛雄,https://m.haodf.com/neirong/yuyin/8073228778.html
2019-11-05,乙肝,韦立得和恩替卡韦哪个药治疗乙肝好？,黄益澄,https://m.haodf.com/neirong/yuyin/8073228749.html
2019-11-05,乙肝,乙肝抗体200能维持多久？,盛雄,https://m.haodf.com/neirong/yuyin/8073228504.html
2019-11-05,乙肝,在外吃饭嘴出血会感染乙肝吗,余卓,https://m.haodf.com/neirong/yuyin/8073228343.html
2019-11-05,乙肝,谷丙转氨酶正常是不是就说明没有乙肝？,陈小华,https://m.haodf.com/neirong/yuyin/8073226617.html
2019-11-05,乙肝,乙肝抗体30还有效吗,黄益澄,https://m.haodf.com/neirong/yuyin/8073225255.html
2019-11-05,乙肝,乙肝有没有抗体看哪一项？,曾建勇,https://m.haodf.com/neirong/yuyin/8073223885.html
2019-11-05,淋巴水肿,如何防治乳腺癌淋巴水肿？,黄汉源,https://m.haodf.com/neirong/shipin/8073221243.html
2019-11-05,腰椎间盘突出,腰椎间盘突出保守治疗的相关问题汇总,郭钧,https://www.haodf.com/neirong/wenzhang/8073220257.html
2019-11-05,乙肝,慢乙肝传染吗,陈小华,https://m.haodf.com/neirong/yuyin/8073220191.html
2019-11-05,乙肝,"乙肝表面抗体200,还需要注射疫苗吗",陈小华,https://m.haodf.com/neirong/yuyin/8073219796.html
2019-11-05,子宫肌瘤,子宫肌瘤介入微创治疗-子宫动脉栓塞术,张新炎,https://www.haodf.com/neirong/wenzhang/8073149504.html
2019-11-05,冠心病,得了冠心病怎么办？,苏崇一,https://m.haodf.com/neirong/shipin/8073144755.html
2019-11-05,冠心病,冠心病合并脑微出血，“缺血+出血”，抗栓策略如何制定？,孙永安,https://www.haodf.com/neirong/wenzhang/8073143557.html
2019-11-05,冠心病,确诊了冠心病能不能治愈？,苏崇一,https://m.haodf.com/neirong/shipin/8073143208.html
2019-11-05,高血压,高血压用药（一）,苏崇一,https://m.haodf.com/neirong/shipin/8073142801.html
2019-11-04,肺癌,为什么有些肺癌患者没有胃口？,李建雄,https://www.haodf.com/neirong/wenzhang/8072465610.html
2019-11-04,肺癌,早期患者在手术前需要做化疗或者放疗吗？,李建雄,https://www.haodf.com/neirong/wenzhang/8072465072.html
2019-11-04,乳腺癌,解读乳腺癌的诊断利器——超声VS钼靶,杜燕,https://www.haodf.com/neirong/wenzhang/8072383658.html
2019-11-04,肝癌,注意！抗癌宝典来了！抗癌10年不复发，你的未来不是梦,邱立新,https://www.haodf.com/neirong/wenzhang/8072379797.html
2019-11-04,乳腺癌,乳腺癌随访要查那些项目？,杨碎胜,https://www.haodf.com/neirong/wenzhang/8072255405.html
2019-11-04,乳腺癌,乳房疼痛与乳腺癌的关系,杨碎胜,https://www.haodf.com/neirong/wenzhang/8072255339.html
2019-11-04,甲状腺癌,小心！癌症会遗传！家里亲人患这些癌，你就要当心了！,韩鸿彬,https://www.haodf.com/neirong/wenzhang/8072252156.html
2019-11-04,脑供血不足,缺血性脑血管病有哪些并发症,孙永安,https://www.haodf.com/neirong/wenzhang/8072166733.html
2019-11-04,乳腺癌,哪些性格的女性容易患癌症？,吴高松,https://www.haodf.com/neirong/wenzhang/8072164596.html
2019-11-04,胃幽门螺杆菌感染,感染了幽门螺杆菌就一定得胃癌吗？,黄玮,https://www.haodf.com/neirong/wenzhang/8072078994.html
2019-11-04,胃癌,肿瘤患者居家期间的营养管理-饮食原则,张俊,https://www.haodf.com/neirong/wenzhang/8072072084.html
2019-11-04,腰椎间盘突出,【患者百科】腰疼是得了腰椎间盘突出吗？,曾腾辉,https://www.haodf.com/neirong/wenzhang/8071911967.html
2019-11-03,肺癌,肺癌化疗后发热疗效打折扣，原因不查明退热难奏效，这5点仔细查...,胡洋,https://www.haodf.com/neirong/wenzhang/8071503354.html
2019-11-03,乳腺癌,说说那些内分泌治疗的烦心事儿！,王靖,https://www.haodf.com/neirong/wenzhang/8071391526.html
2019-11-03,乳腺癌,三阴性乳腺癌可以生孩子吗？,黄汉源,https://m.haodf.com/neirong/shipin/8071391227.html
2019-11-03,乳腺癌,哪些人容易得乳腺癌,黄汉源,https://m.haodf.com/neirong/shipin/8071390940.html
2019-11-03,乳腺癌,乳腺癌保乳术后出现肿块怎么办？,黄汉源,https://m.haodf.com/neirong/shipin/8071390612.html
2019-11-03,乳腺癌,分子靶向治疗对乳腺癌治疗有效吗？,黄汉源,https://m.haodf.com/neirong/shipin/8071390539.html
2019-11-03,乳腺癌,男人也会得乳腺癌吗？,黄汉源,https://m.haodf.com/neirong/shipin/8071390490.html
2019-11-03,乳腺癌,得了乳腺癌，饮食上应该注意哪些？,黄汉源,https://m.haodf.com/neirong/shipin/8071390453.html
2019-11-03,乳腺癌,乳腺癌遗传吗,黄汉源,https://m.haodf.com/neirong/shipin/8071390340.html
2019-11-03,高血压,44、降压药是否可在血压高时服用、血压正常时就可停药?,刘向哲,https://www.haodf.com/neirong/wenzhang/8071389969.html
2019-11-03,肺癌,肺癌常见靶向及免疫治疗药物汇总,顾艳宏,https://www.haodf.com/neirong/wenzhang/8071278232.html
2019-11-03,胃癌,柳叶刀最新发布：中国最常见的23个致癌因素！,尹震宇,https://www.haodf.com/neirong/wenzhang/8071278050.html
2019-11-03,乳腺癌,乳腺癌病人能不能吃中药？,许云,https://m.haodf.com/neirong/shipin/8071192739.html
2019-11-03,胰腺癌,CA199偏高的原因有哪些，偏高多少需要警惕？,许云,https://m.haodf.com/neirong/shipin/8071136735.html
2019-11-03,肺癌,肺手术后常见并发症（术前谈话都聊些啥？）,李志新,https://www.haodf.com/neirong/wenzhang/8071132582.html
2019-11-03,肺癌,怎么给医生传影像资料，医生才能看明白？！,韩志义,https://m.haodf.com/neirong/shipin/8071131106.html
2019-11-02,脑梗塞,脑梗死患者需要做哪些检查？,王子高,https://www.haodf.com/neirong/wenzhang/8070849800.html
2019-11-02,乳腺癌,清扫腋窝淋巴结可能出现的后果,李良涛,https://www.haodf.com/neirong/wenzhang/8070799740.html
2019-11-02,乳腺癌,什么是乳腺前哨淋巴结活检？,李良涛,https://www.haodf.com/neirong/wenzhang/8070799232.html
2019-11-02,肺癌,所有肿瘤患者都问过的问题，你真的清楚吗？--五年生存率到底是...,匡山,https://www.haodf.com/neirong/wenzhang/8070798969.html
2019-11-02,肺癌,肺癌微波消融治疗,郭强,https://www.haodf.com/neirong/wenzhang/8070791106.html
2019-11-02,放射诊断,CT发现肺结节怎么看，关注点在哪里？,张鹏,https://www.haodf.com/neirong/wenzhang/8070665373.html
2019-11-02,肺癌,PD-1联合这些靶向药要小心：会致命！,邱立新,https://www.haodf.com/neirong/wenzhang/8070583807.html
2019-11-02,乳腺癌,乳腺癌遗传咨询系列第四期——遗传易感基因突变,齐立强,https://www.haodf.com/neirong/wenzhang/8070502673.html
2019-11-02,干燥综合征,干燥综合症的病人要注意胃肠镜检查了,邓振忠,https://www.haodf.com/neirong/wenzhang/8070501018.html
2019-11-02,胃癌,肿瘤标志物CA72-4增高，怎么办？,邓振忠,https://www.haodf.com/neirong/wenzhang/8070499965.html
2019-11-02,肺癌,肺癌血管靶向治疗药物目前有哪些？,王智刚,https://www.haodf.com/neirong/wenzhang/8070428731.html
2019-11-02,骨折,手指骨折后，只有复位完全，才可以最大限度的恢复手部功能,朱伟,https://www.haodf.com/neirong/wenzhang/8070423211.html
2019-11-02,肺癌,非小细胞肺癌早期患者手术后需要做化疗吗？,李建雄,https://www.haodf.com/neirong/wenzhang/8070311751.html
2019-11-02,肺癌,手术后的肺癌为什么会复发和转移？,李建雄,https://www.haodf.com/neirong/wenzhang/8070311020.html
2019-11-02,主动脉夹层,心脏病手术后注意事项,赵宏磊,https://www.haodf.com/neirong/wenzhang/8070310906.html
2019-11-02,宫腔镜,何为妇科微创手术？如何正确理解微创的涵义？,吴桂珠,https://www.haodf.com/neirong/wenzhang/8070261290.html
2019-11-01,乳腺癌,保护乳房饮食上需要注意什么？,董力枫,https://www.haodf.com/neirong/wenzhang/8070027620.html
2019-11-01,高血压,无症状高血压需要治疗吗？得了高血压用中药还是西药？区别是什...,王振,https://www.haodf.com/neirong/wenzhang/8070022199.html
2019-11-01,腰腿痛,手术过后，还有腰腿痛症状是怎么回事呢？,胡慧敏,https://www.haodf.com/neirong/wenzhang/8069825156.html
2019-11-01,胃癌,早期胃癌有啥表现吗？,蒋小猛,https://m.haodf.com/neirong/shipin/8069823493.html
2019-11-01,肺癌,害怕肺癌复发转移？你只需要记住这3大标志,莫靓,https://www.haodf.com/neirong/wenzhang/8069820018.html
2019-11-01,脑梗塞,检查替代不了详细的问诊,李华,https://www.haodf.com/neirong/wenzhang/8069743281.html
2019-11-01,乳腺癌,乳腺癌高发，如何早期发现？【健康大讲堂】,吴高松,https://www.haodf.com/neirong/wenzhang/8069740025.html
2019-11-01,腰椎间盘突出,【患者百科】腰椎间盘症状缓解了还需要治疗吗？,曾腾辉,https://www.haodf.com/neirong/wenzhang/8069637536.html
2019-11-01,咳嗽,咳嗽还在照胸片？小心无声杀手要你命！,王继勇,https://www.haodf.com/neirong/wenzhang/8069630897.html
2019-11-01,脑供血不足,缺血性脑血管病有哪些症状？,孙永安,https://www.haodf.com/neirong/wenzhang/8069474045.html
2019-11-01,乳腺癌,关于雌激素受体阳性患者卵巢去势问题,高润芳,https://www.haodf.com/neirong/wenzhang/8069473788.html
2019-11-01,乳腺癌,定期复查别太较真,高润芳,https://www.haodf.com/neirong/wenzhang/8069470486.html
2019-11-01,乳腺癌,乳腺癌术后定期复查哪些内容？,高润芳,https://www.haodf.com/neirong/wenzhang/8069315806.html
2019-11-01,乳腺癌,乳腺癌术后第一次复查什么时候开始？,高润芳,https://www.haodf.com/neirong/wenzhang/8069315694.html
2019-11-01,乳腺癌,乳腺癌术后为什么定期复查？,高润芳,https://www.haodf.com/neirong/wenzhang/8069315278.html
2019-10-31,肝癌,手术后，癌症患者最关心有没有残存的癌细胞，这些方法大致可判...,刘怀民,https://www.haodf.com/neirong/wenzhang/8069135573.html
2019-10-31,肺癌,肺癌有哪些手术方式？,李建雄,https://www.haodf.com/neirong/wenzhang/8069133502.html
2019-10-31,肺癌,什么样的肺癌患者可以进行手术治疗？,李建雄,https://www.haodf.com/neirong/wenzhang/8069132917.html
2019-10-31,肺癌,肺癌骨转移有哪些临床表现?,李建雄,https://www.haodf.com/neirong/wenzhang/8069132761.html
2019-10-31,高血压,高血压患者自我监测血压小常识，早晚两次不能少,卢彪,https://www.haodf.com/neirong/wenzhang/8069043614.html
2019-10-31,腰椎间盘突出,腰椎间盘突出人群的四大禁忌,曾朋,https://m.haodf.com/neirong/shipin/8068828042.html
2019-10-31,肺癌,肺癌化疗后咳嗽怎么办？,胡凤山,https://m.haodf.com/neirong/shipin/8068827146.html
2019-10-31,腰椎间盘突出,是不是腰椎间盘突出症自我判断标准,冯国君,https://www.haodf.com/neirong/wenzhang/8068655184.html
2019-10-31,肺癌,肺癌射频消融治疗与放疗的疗效比较,李明,https://m.haodf.com/neirong/shipin/8068650346.html
2019-10-31,高血压,利尿药可以长期服用吗？,沈建武,https://www.haodf.com/neirong/wenzhang/8068557960.html
2019-10-31,肺癌,放疗联合免疫治疗增强抗肿瘤效应是否真有效？,李威,https://www.haodf.com/neirong/wenzhang/8068457232.html
2019-10-31,肝癌,肝癌的综合治疗新进展，有什么新办法？,李威,https://www.haodf.com/neirong/wenzhang/8068453768.html
2019-10-30,肺癌,肺癌为什么会发生转移？,李建雄,https://www.haodf.com/neirong/wenzhang/8068213507.html
2019-10-30,腰椎间盘突出,腰间盘突出有哪些症状？,李志贵,https://m.haodf.com/neirong/shipin/8068106042.html
2019-10-30,腰椎间盘突出,腰椎间盘突出压迫神经怎么办？,李志贵,https://m.haodf.com/neirong/shipin/8068104932.html
2019-10-30,肺癌,复合型小细胞肺癌的特点,曹文兰,https://www.haodf.com/neirong/wenzhang/8068003700.html
2019-10-30,肺癌,肺癌筛查的人群及建议,张晔,https://www.haodf.com/neirong/wenzhang/8067999808.html
2019-10-30,肺癌,两大救命药：打破PD-1引起的心肌炎致死魔咒,杨丽平,https://www.haodf.com/neirong/wenzhang/8067802724.html
2019-10-30,乳腺癌,推拿按摩能治疗乳腺疾病吗？如何预防乳腺癌？,罗志勇,https://www.haodf.com/neirong/wenzhang/8067801034.html
2019-10-30,肝癌,肝癌能否中医治疗,张继红,https://m.haodf.com/neirong/shipin/8067698457.html
2019-10-30,结肠癌,最新！中国恶性肿瘤流行病学数据,吴高松,https://www.haodf.com/neirong/wenzhang/8067647937.html
2019-10-30,肺癌,肺癌原本是个情绪病(转自王光强医师),周晓园,https://www.haodf.com/neirong/wenzhang/8067645192.html
2019-10-29,冠心病,心脏血管狭窄50%的情况危险大吗？,崔永亮,https://www.haodf.com/neirong/wenzhang/8067319858.html
2019-10-29,肺癌,四代靶向药横空出世，国产、进口各有千秋！,邱立新,https://www.haodf.com/neirong/wenzhang/8067218838.html
2019-10-29,肺癌,盐酸安罗替尼——晚期肺癌三线治疗的新选择,罗洁,https://www.haodf.com/neirong/wenzhang/8067217664.html
2019-10-29,子宫肌瘤,多大的子宫肌瘤需要手术,董刚,https://m.haodf.com/neirong/shipin/8067210326.html
2019-10-29,脑梗塞,减轻脑梗患者患手肿胀小技巧1,廖华,https://m.haodf.com/neirong/shipin/8067210291.html
2019-10-29,乙肝,她是怎样在较短时间内实现乙肝抗原阴转的？,陈艳,https://www.haodf.com/neirong/wenzhang/8066925434.html
2019-10-29,腰椎间盘突出,椎间孔镜治疗腰椎间盘突出,曾腾辉,https://www.haodf.com/neirong/wenzhang/8066921385.html
2019-10-29,肺癌,体重下降会让抗癌效果打折扣,孙建海,https://www.haodf.com/neirong/wenzhang/8066829252.html
2019-10-29,结肠癌,癌症性格,叶庆华,https://www.haodf.com/neirong/wenzhang/8066825806.html
2019-10-29,乙肝,谍影重重，那些潜伏在你身边的乙肝病毒―浅谈乙肝病毒的防护,汪珍光,https://www.haodf.com/neirong/wenzhang/8066748914.html
2019-10-29,高血压,A型性格易发心脑血管病；一克盐有时候要命；高压和低压哪个高了...,杨传华,https://www.haodf.com/neirong/wenzhang/8066747972.html
2019-10-29,甲亢,甲亢能够彻底治愈吗？,罗露露,https://m.haodf.com/neirong/shipin/8066747255.html
2019-10-29,心绞痛,冠心病和心绞痛的区别,黄志刚,https://www.haodf.com/neirong/wenzhang/8066745696.html
2019-10-29,颈椎病,腰背肌锻炼操，简单易学，效果好！,蒋国强,https://www.haodf.com/neirong/wenzhang/8066741179.html
2019-10-29,肺癌,刘懿博士说肺癌（九七三）肺癌一线治疗EGFR突变仨新兵您认识么...,刘懿,https://www.haodf.com/neirong/wenzhang/8066575304.html
2019-10-28,乳腺癌,乳腺癌随访指南与注意事项,曹磊,https://www.haodf.com/neirong/wenzhang/8066353143.html
2019-10-28,肺癌,肺的微小浸润腺癌能治愈么？,刘爱军,https://www.haodf.com/neirong/wenzhang/8066258515.html
2019-10-28,肺癌,什么是早期微小肺癌？,张霄鹏,https://www.haodf.com/neirong/wenzhang/8066257610.html
2019-10-28,乳腺癌,肿瘤遗传咨询在乳腺癌MDT中的意义和实践,刘嘉琦,https://www.haodf.com/neirong/wenzhang/8066257481.html
2019-10-28,肺癌,类似慢性炎症的“肺磨玻璃影”肺癌又一例，又一个血的教训,张勇,https://www.haodf.com/neirong/wenzhang/8066123978.html
2019-10-28,肺癌,肺癌化疗患者为何要反复查血常规呢？,李建雄,https://www.haodf.com/neirong/wenzhang/8066123934.html
2019-10-28,肺癌,非小细胞肺癌是怎么分期的，如何确定肺癌是不是晚期？,李建雄,https://www.haodf.com/neirong/wenzhang/8066123054.html
2019-10-28,肺癌,肺癌为什么会发生骨转移?,程吕欢,https://www.haodf.com/neirong/wenzhang/8066060747.html
2019-10-28,肺癌,25岁诊断肺癌，28岁仍活动如常，幸亏三年前医生劝她做了基因检...,胡洋,https://www.haodf.com/neirong/wenzhang/8065997330.html
2019-10-28,胃癌,腹腔镜胃癌根治术的优势有哪些？,杨宏,https://www.haodf.com/neirong/wenzhang/8065997000.html
2019-10-28,胃癌,胃癌不可怕，报警症状早发现,杨宏,https://www.haodf.com/neirong/wenzhang/8065996308.html
2019-10-28,肺癌,年轻时患结核，刚到50就查出肺癌，结核和肺癌说不清道不明的关...,胡洋,https://www.haodf.com/neirong/wenzhang/8065994962.html
2019-10-28,肝癌,肿瘤可导致铁蛋白升高，但6原因可导致其升高，并非一高就是肿瘤...,胡洋,https://www.haodf.com/neirong/wenzhang/8065994731.html
2019-10-28,胃癌,胃癌晚期有什么表现？晚期胃癌如何治疗？,杨宏,https://www.haodf.com/neirong/wenzhang/8065994489.html
2019-10-28,骨折,手腕肿胀和疼痛就是桡骨骨折吗？桡骨骨折后遗症有哪些？,朱伟,https://www.haodf.com/neirong/wenzhang/8065993711.html
