('2022-05-01', '甲亢', '甲亢病友如何选择甲亢治疗方法？', '任卫东', 'https://www.haodf.com/neirong/wenzhang/9388755718.html')
('2016-04-22', '甲亢', '甲亢科普', '张金赫', 'https://www.haodf.com/neirong/wenzhang/4397103070.html')
('2016-04-17', '甲亢', '为什么说“甲减”比“甲亢”好', '陈刚', 'https://www.haodf.com/neirong/wenzhang/4385794465.html')
('2016-04-16', '甲亢', '同位素131I：治疗甲亢和甲状腺癌术后转移的强大武器', '查孝娟', 'https://www.haodf.com/neirong/wenzhang/4384424470.html')
('2016-04-16', '甲亢', '为什么60%的甲亢易复发而难治？', '查孝娟', 'https://www.haodf.com/neirong/wenzhang/4384419458.html')
('2016-04-06', '甲亢', '哪些甲亢患者容易复发？', '茅江峰', 'https://www.haodf.com/neirong/wenzhang/4358595884.html')
('2016-04-04', '甲亢', '致准备接受碘131治疗的甲亢患者', '蒋升', 'https://www.haodf.com/neirong/wenzhang/4353685462.html')
('2016-04-02', '甲亢', '甲亢饮食健康', '励丽', 'https://www.haodf.com/neirong/wenzhang/4350063020.html')
('2016-04-02', '甲亢', '甲亢患者妊娠注意事项（患者教育）', '茅江峰', 'https://www.haodf.com/neirong/wenzhang/4348063567.html')
('2016-03-29', '甲亢', '甲亢会遗传吗？', '袁超', 'https://www.haodf.com/neirong/wenzhang/4339222175.html')
('2016-03-28', '甲亢', '甲亢患者怀孕与生育的八项注意', '邹大进', 'https://www.haodf.com/neirong/wenzhang/4336901495.html')
('2016-03-28', '甲亢', '用好“三板斧”：“难治”甲亢不难治', '邹大进', 'https://www.haodf.com/neirong/wenzhang/4336888311.html')
('2016-03-28', '甲亢', '甲状腺功能亢进症(甲亢)病人可以怀孕吗？', '昌玉兰', 'https://www.haodf.com/neirong/wenzhang/4335054147.html')
('2016-03-27', '甲亢', '甲亢患者心脏功能不好，该咋治？', '袁超', 'https://www.haodf.com/neirong/wenzhang/4334156703.html')
('2016-03-25', '甲亢', '甲亢饮食注意', '励丽', 'https://www.haodf.com/neirong/wenzhang/4329571661.html')
('2016-03-23', '甲亢', '碘-131治疗甲亢，多久能起效？', '袁超', 'https://www.haodf.com/neirong/wenzhang/4323895911.html')
('2016-03-19', '甲亢', '碘-131治甲亢，容易出现哪些不良反应？', '孟召伟', 'https://www.haodf.com/neirong/wenzhang/4312686734.html')
('2016-03-19', '甲亢', '碘-131治甲亢，啥时能停药？', '孟召伟', 'https://www.haodf.com/neirong/wenzhang/4312685589.html')
('2016-03-19', '甲亢', '碘-131治疗甲亢，多久能起效？', '孟召伟', 'https://www.haodf.com/neirong/wenzhang/4312684733.html')
('2016-03-19', '甲亢', '甲亢患者服用131-碘后，要注意啥?', '孟召伟', 'https://www.haodf.com/neirong/wenzhang/4312683802.html')
('2016-03-19', '甲亢', '碘-131治疗甲亢，会加重患者突眼的症状吗？', '孟召伟', 'https://www.haodf.com/neirong/wenzhang/4312683083.html')
('2016-03-19', '甲亢', '碘-131治疗甲亢前，需要注意哪些问题？', '孟召伟', 'https://www.haodf.com/neirong/wenzhang/4312681883.html')
('2016-03-19', '甲亢', '碘-131治疗甲亢效果如何？会复发吗？', '孟召伟', 'https://www.haodf.com/neirong/wenzhang/4312621470.html')
('2016-03-19', '甲亢', '哪些甲亢患者适合碘-131治疗？', '孟召伟', 'https://www.haodf.com/neirong/wenzhang/4312620833.html')
('2016-03-19', '甲亢', '碘-131是如何治疗甲亢的？', '孟召伟', 'https://www.haodf.com/neirong/wenzhang/4312619621.html')
('2016-03-19', '甲亢', '能同时用抗甲状腺药和碘-131治疗甲亢吗？为什么？', '孟召伟', 'https://www.haodf.com/neirong/wenzhang/4312618424.html')
('2016-03-19', '甲亢', '碘-131治疗甲亢，复发后该咋办？', '孟召伟', 'https://www.haodf.com/neirong/wenzhang/4312616905.html')
('2016-03-19', '甲亢', '服用碘-131治甲亢期间，日常生活要注意什么？', '孟召伟', 'https://www.haodf.com/neirong/wenzhang/4312616306.html')
('2016-03-19', '甲亢', '甲亢患者用碘-131治疗引起甲减后，怀孕了怎么办？', '孟召伟', 'https://www.haodf.com/neirong/wenzhang/4312615386.html')
('2016-03-19', '甲亢', '甲亢患者用碘-131治疗后，会引起甲减吗？为什么？', '孟召伟', 'https://www.haodf.com/neirong/wenzhang/4312614520.html')
('2016-03-19', '甲亢', '用碘-131治甲亢期间，患者浑身无力正常吗？怎么处理？', '孟召伟', 'https://www.haodf.com/neirong/wenzhang/4312611507.html')
('2016-03-19', '甲亢', '甲亢患者服用碘-131后，会影响生育能力吗？', '袁超', 'https://www.haodf.com/neirong/wenzhang/4311445077.html')
('2016-03-17', '甲亢', '服用碘-131治甲亢期间，日常生活要注意什么？', '袁超', 'https://www.haodf.com/neirong/wenzhang/4306347187.html')
('2016-03-15', '甲亢', '碘-131治疗甲亢前，哪些药必须停用？为什么？', '袁超', 'https://www.haodf.com/neirong/wenzhang/4301892810.html')
('2016-03-15', '甲亢', '碘-131治疗甲亢前要做哪些检查？', '袁超', 'https://www.haodf.com/neirong/wenzhang/4301868884.html')
('2016-03-09', '甲亢', '甲亢患者怀孕与生育须知', '苗振春', 'https://www.haodf.com/neirong/wenzhang/4246805617.html')
('2016-03-07', '甲亢', '甲亢手术治愈后警惕发胖', '李进义', 'https://www.haodf.com/neirong/wenzhang/4241835774.html')
('2016-02-27', '甲亢', '甲亢是咋回事？', '王彩红', 'https://www.haodf.com/neirong/wenzhang/4218286677.html')
('2016-02-26', '甲亢', '甲状腺功能亢进症：（简介）甲状腺危象、Graves眼病、甲亢性心...', '周荫保', 'https://www.haodf.com/neirong/wenzhang/4214416304.html')
('2016-02-26', '甲亢', '甲亢的碘-131治疗（2）（简介）', '周荫保', 'https://www.haodf.com/neirong/wenzhang/4214333528.html')
('2016-02-26', '甲亢', '甲亢的碘-131治疗（1）（简介）', '周荫保', 'https://www.haodf.com/neirong/wenzhang/4214324753.html')
('2016-02-25', '甲亢', '甲亢的临床表现（简介）', '周荫保', 'https://www.haodf.com/neirong/wenzhang/4211936018.html')
('2016-02-22', '甲亢', '甲亢是怎么回事？怎么治疗？（哈医大一院乳腺外科）', '周毅', 'https://www.haodf.com/neirong/wenzhang/4206099448.html')
('2016-02-12', '甲亢', '甲亢是否一定需要药物治疗？', '许文伟', 'https://www.haodf.com/neirong/wenzhang/4184488684.html')
('2016-01-15', '甲亢', '关于甲亢患者做完同位素碘131治疗后的隔离问题', '郭新苗', 'https://www.haodf.com/neirong/wenzhang/4129178230.html')
('2016-01-15', '甲亢', '儿童甲亢患者「不宜用」碘 131 治疗 而非「不能用」', '郭新苗', 'https://www.haodf.com/neirong/wenzhang/4129171577.html')
('2015-12-20', '甲亢', '来看甲亢性眼球突出门诊，患者要带点啥资料？', '魏锐利', 'https://www.haodf.com/neirong/wenzhang/3976200351.html')
('2015-12-03', '甲亢', '甲亢碘131治疗浅谈', '胡平', 'https://www.haodf.com/neirong/wenzhang/3874936541.html')
('2015-10-23', '甲亢', '甲亢患者诊前须知——碘-131治疗流程', '陈立波', 'https://www.haodf.com/neirong/wenzhang/3646058021.html')
('2015-10-19', '甲亢', '甲状腺微波消融术也可以治疗甲亢', '陈坚', 'https://www.haodf.com/neirong/wenzhang/3625061191.html')
('2015-09-16', '甲亢', '甲亢患者术前准备须知', '康杰', 'https://www.haodf.com/neirong/wenzhang/3435469130.html')
('2015-07-25', '甲亢', '肝功能不好能用“碘药水”治疗甲亢吗？', '岳殿超', 'https://www.haodf.com/neirong/wenzhang/3117413051.html')
('2015-06-19', '甲亢', '甲亢治疗，过犹不及', '王建华', 'https://www.haodf.com/neirong/wenzhang/2871117141.html')
('2015-05-28', '甲亢', '甲亢三大治疗方案选择—药物、放碘还是手术？', '陈际连', 'https://www.haodf.com/neirong/wenzhang/2714912156.html')
('2015-05-04', '甲亢', '甲亢药物治疗新经验（如何用赛治）', '茅江峰', 'https://www.haodf.com/neirong/wenzhang/2551591760.html')
('2015-04-20', '甲亢', '关注症状不典型甲亢、老年甲亢', '朱广文', 'https://www.haodf.com/neirong/wenzhang/2471971299.html')
('2015-03-25', '甲亢突眼', '甲亢合并突眼难治吗？', '陆志强', 'https://www.haodf.com/neirong/wenzhang/2332006370.html')
('2015-03-20', '甲亢', '甲亢碘131治疗后注意事项', '宋乐', 'https://www.haodf.com/neirong/wenzhang/2307008968.html')
('2015-03-15', '妊娠合并甲亢', '妊娠期甲亢知多少 - 备孕篇', '李连喜', 'https://www.haodf.com/neirong/wenzhang/2284215349.html')
('2015-02-15', '甲亢', '甲亢患者孕前的治疗方式如何选择？', '陈刚', 'https://www.haodf.com/neirong/wenzhang/2182513163.html')
('2015-02-08', '甲亢', '甲亢可以做手术么？会不会变成甲减？', '蒋伏松', 'https://www.haodf.com/neirong/wenzhang/2159222008.html')
('2015-01-19', '甲亢', '碘-131治疗甲亢，打好“三大战役”', '宋春丽', 'https://www.haodf.com/neirong/wenzhang/2088241463.html')
('2014-12-26', '甲亢', '甲亢是不是终身病？能治愈吗？', '王镁', 'https://www.haodf.com/neirong/wenzhang/2013333032.html')
('2014-12-13', '甲亢', '甲亢患者饮食到底要注意些什么？', '陈肖俊', 'https://www.haodf.com/neirong/wenzhang/1975182571.html')
('2014-11-25', '甲亢', '放射性核素131I治疗甲亢后注意事项！', '徐勤', 'https://www.haodf.com/neirong/wenzhang/1920694070.html')
('2014-07-25', '甲亢', '甲亢治疗科普', '刘长江', 'https://www.haodf.com/neirong/wenzhang/1635323924.html')
('2014-07-16', '甲状腺瘤', '甲状腺肿块甲亢的中医药治疗--附病例处方及数月诊疗日记', '张徽声', 'https://www.haodf.com/neirong/wenzhang/1619275177.html')
('2014-06-11', '甲亢', '甲亢患者的饮食', '宋少莉', 'https://www.haodf.com/neirong/wenzhang/1559733475.html')
('2014-06-09', '甲亢', '甲亢患者就诊注意事项', '陈世波', 'https://www.haodf.com/neirong/wenzhang/1556152136.html')
('2014-05-18', '甲亢', '甲状腺功能亢进的治疗方法及碘-131治疗甲亢的优缺点', '宋少莉', 'https://www.haodf.com/neirong/wenzhang/1518715711.html')
('2014-05-01', '甲亢', '致我门诊就诊的甲亢患者', '蒋升', 'https://www.haodf.com/neirong/wenzhang/1489681612.html')
('2014-03-15', '甲亢', '甲亢女性怀孕的注意事项', '王曙', 'https://www.haodf.com/neirong/wenzhang/1404428609.html')
('2014-01-16', '甲亢', '什么是甲亢的碘-131治疗？吉大一院甲状腺外科王培松分享', '王培松', 'https://www.haodf.com/neirong/wenzhang/1306731916.html')
('2014-01-03', '甲亢', '坏脾气和没脾气---甲亢和甲减', '宋利格', 'https://www.haodf.com/neirong/wenzhang/1280647411.html')
('2013-10-30', '甲亢', '妊娠期甲状腺毒症（甲亢）诊治指南', '张荣君', 'https://www.haodf.com/neirong/wenzhang/1165217079.html')
('2013-10-28', '甲亢', '甲亢患者对放射性碘131治疗的认识误区', '杨仪', 'https://www.haodf.com/neirong/wenzhang/1162797329.html')
('2013-08-14', '甲亢', '甲亢典型临床表现', '梁新科', 'https://www.haodf.com/neirong/wenzhang/1084407909.html')
('2013-07-19', '甲亢', '什么是甲亢型周期性麻痹？', '曹卫', 'https://www.haodf.com/neirong/wenzhang/1054935155.html')
('2013-06-13', '甲亢', '甲亢期生活调理', '操儒森', 'https://www.haodf.com/neirong/wenzhang/1016730623.html')
('2013-05-30', '甲亢', '自我检查，巧识甲亢', '高志冬', 'https://www.haodf.com/neirong/wenzhang/1003277836.html')
('2013-04-06', '甲亢', '甲亢引起低钾的原因及食物疗法', '宋少莉', 'https://www.haodf.com/neirong/wenzhang/953491282.html')
('2013-03-28', '甲亢', '长期腹泻当心甲亢', '党中勤', 'https://www.haodf.com/neirong/wenzhang/945737679.html')
('2013-02-20', '甲亢', '131碘把甲亢治好了，照样可以生孩子', '高永举', 'https://www.haodf.com/neirong/wenzhang/915018756.html')
('2013-01-30', '甲亢', '甲亢与血小板减少', '何文涛', 'https://www.haodf.com/neirong/wenzhang/905251018.html')
('2012-12-04', '甲亢', '甲亢的治疗', '黎亮', 'https://www.haodf.com/neirong/wenzhang/863149156.html')
('2012-11-27', '甲亢', '甲亢伴有弥漫性甲状腺三度肿大能做碘131吗', '徐德龙', 'https://www.haodf.com/neirong/wenzhang/858257205.html')
('2012-11-21', '甲亢', '甲亢伴房颤的诊治', '陈鹤鸣', 'https://www.haodf.com/neirong/wenzhang/853308781.html')
('2012-11-06', '甲亢', '甲亢的治疗', '黄东航', 'https://www.haodf.com/neirong/wenzhang/842431653.html')
('2012-10-18', '甲亢', '甲亢诊治误区大盘点（第一部分）', '王建华', 'https://www.haodf.com/neirong/wenzhang/828056634.html')
('2012-10-14', '甲亢', '陈立波医生和一位难治性甲亢患者的交流', '陈立波', 'https://www.haodf.com/neirong/wenzhang/823829397.html')
('2012-10-02', '乳腺癌', '乳腺癌化疗后心率加快的患者注意是否合并甲亢', '曹文兰', 'https://www.haodf.com/neirong/wenzhang/813643334.html')
('2012-09-23', '甲亢', '甲亢治疗-专家共识', '蒋宁一', 'https://www.haodf.com/neirong/wenzhang/807200419.html')
('2012-08-28', '甲亢', '甲亢合并低钾型周期性麻痹的治疗原则', '王任飞', 'https://www.haodf.com/neirong/wenzhang/782146043.html')
('2012-08-28', '甲亢', '甲亢合并低钾型周期性麻痹的临床表现', '王任飞', 'https://www.haodf.com/neirong/wenzhang/782139063.html')
('2012-08-14', '甲亢', '什么是甲亢？这种病如何确诊？', '王任飞', 'https://www.haodf.com/neirong/wenzhang/769796109.html')
('2012-08-01', '甲亢', '甲亢常规治疗方法（药物，放射碘，手术）有哪些优缺点？', '廖冠群', 'https://www.haodf.com/neirong/wenzhang/758572128.html')
('2012-08-01', '甲亢', '万分急切甲亢', '李培勇', 'https://www.haodf.com/neirong/wenzhang/757981316.html')
('2012-07-28', '甲亢', '警惕甲亢药物治疗中粒细胞缺乏症发生', '王社教', 'https://www.haodf.com/neirong/wenzhang/755217043.html')
('2012-07-10', '甲亢', '甲亢知识问答', '代文杰', 'https://www.haodf.com/neirong/wenzhang/738272232.html')
('2012-05-31', '甲亢', '发现甲亢，怎么办？', '武晓泓', 'https://www.haodf.com/neirong/wenzhang/705185924.html')
('2012-05-06', '甲亢', '甲亢服用丙硫氧嘧啶片能否喂母乳?', '黎亮', 'https://www.haodf.com/neirong/wenzhang/683596434.html')
('2012-05-04', '甲亢', '得了甲亢怎么办？', '殷志强', 'https://www.haodf.com/neirong/wenzhang/681995902.html')
('2012-05-03', '甲亢', '我门诊的甲亢患者请注意', '昌玉兰', 'https://www.haodf.com/neirong/wenzhang/680975252.html')
('2012-05-03', '甲亢', '甲亢的治疗_针对初诊的甲亢患者', '昌玉兰', 'https://www.haodf.com/neirong/wenzhang/680971077.html')
('2012-05-02', '甲亢', '甲亢的治疗', '时百玲', 'https://www.haodf.com/neirong/wenzhang/680772210.html')
('2012-05-02', '甲亢', '甲亢妇女怀孕的注意事项', '徐勇', 'https://www.haodf.com/neirong/wenzhang/680694384.html')
('2012-05-02', '甲亢', '131-I治疗甲亢', '常伟', 'https://www.haodf.com/neirong/wenzhang/680455946.html')
('2012-04-27', '甲亢', '甲亢碘-131治疗前注意事项', '王社教', 'https://www.haodf.com/neirong/wenzhang/677414359.html')
('2012-04-27', '甲亢', '甲亢患者碘-131治疗后注意事项', '王社教', 'https://www.haodf.com/neirong/wenzhang/677412684.html')
('2012-04-18', '甲亢', '甲亢十余年一直吃药请问能用同位素碘治疗吗？', '廖海鹰', 'https://www.haodf.com/neirong/wenzhang/671931383.html')
('2012-04-09', '甲亢', '131碘治疗甲亢的优势', '陈贵言', 'https://www.haodf.com/neirong/wenzhang/665293798.html')
('2012-03-22', '甲亢', '甲亢两年，吃药治疗一直效果不好，能否手术治疗', '张纯海', 'https://www.haodf.com/neirong/wenzhang/648721273.html')
('2012-03-21', '甲亢', '甲亢引的上眼皮水肿好治吗', '匡安仁', 'https://www.haodf.com/neirong/wenzhang/647819194.html')
('2012-03-04', '甲亢', '甲亢131碘治疗前的注意事项', '宋少莉', 'https://www.haodf.com/neirong/wenzhang/628801585.html')
('2012-02-08', '甲亢', '甲状腺相关眼病、甲亢突眼、Graves眼病是一回事吗？', '李玉珍', 'https://www.haodf.com/neirong/wenzhang/606340905.html')
('2012-02-07', '甲亢', '甲亢的最佳治疗方法', '徐勇', 'https://www.haodf.com/neirong/wenzhang/606228130.html')
('2012-01-30', '甲亢', '131碘治疗甲亢之后的注意事项', '杨阳', 'https://www.haodf.com/neirong/wenzhang/599868452.html')
('2012-01-25', '甲亢', '甲亢患者准备生育怎么办', '柳林', 'https://www.haodf.com/neirong/wenzhang/597352942.html')
('2012-01-20', '甲亢', '孕妇甲亢要注意什么问题？', '蒋巧燕', 'https://www.haodf.com/neirong/wenzhang/596217793.html')
('2011-12-25', '甲亢', '甲亢131碘治疗前的准备事项？', '杨永东', 'https://www.haodf.com/neirong/wenzhang/580988669.html')
('2011-12-13', '甲亢', '碘-131治疗甲亢有效又安全！', '黄中柯', 'https://www.haodf.com/neirong/wenzhang/572366526.html')
('2011-12-12', '甲亢', '甲亢治疗', '王崇贤', 'https://www.haodf.com/neirong/wenzhang/571984058.html')
('2011-12-08', '甲亢', '哺乳期甲亢的治疗', '刘雁儒', 'https://www.haodf.com/neirong/wenzhang/569445523.html')
('2011-11-29', '甲亢', '甲亢不能吃什么？什么能吃？', '刘激文', 'https://www.haodf.com/neirong/wenzhang/563644738.html')
('2011-11-29', '甲亢', '甲亢三字经', '蒋宁一', 'https://www.haodf.com/neirong/wenzhang/563639622.html')
('2011-11-29', '甲亢', '131碘治疗甲亢——你理想的选择', '刘雁儒', 'https://www.haodf.com/neirong/wenzhang/563423336.html')
('2011-11-17', '甲亢', '甲亢的病因你知道吗？', '高明松', 'https://www.haodf.com/neirong/wenzhang/555757652.html')
('2011-11-17', '甲亢', '甲亢停药多久能怀孕？', '匡安仁', 'https://www.haodf.com/neirong/wenzhang/555356849.html')
('2011-11-14', '甲亢', '甲亢治疗误区', '高海波', 'https://www.haodf.com/neirong/wenzhang/553676086.html')
('2011-11-14', '甲亢', '甲亢治疗的好方法-----碘131治疗', '高海波', 'https://www.haodf.com/neirong/wenzhang/553636581.html')
('2011-11-08', '甲亢', '放射性碘131治疗甲亢的常见问题解答', '林天生', 'https://www.haodf.com/neirong/wenzhang/550004546.html')
('2011-11-07', '甲亢', '消瘦请警惕甲亢', '胡建康', 'https://www.haodf.com/neirong/wenzhang/549269468.html')
('2011-11-03', '甲亢', '甲亢合并1型糖尿病，血糖难以控制', '蒙碧辉', 'https://www.haodf.com/neirong/wenzhang/546430010.html')
('2011-10-28', '甲亢', '甲亢医生说叫我治疗碘131，但是我才23可以治疗吗', '匡安仁', 'https://www.haodf.com/neirong/wenzhang/542181437.html')
('2011-10-21', '甲亢', '关于甲亢患者怀孕的几个问题', '陈小莉', 'https://www.haodf.com/neirong/wenzhang/537863636.html')
('2011-10-18', '甲亢', '妊娠-新生儿甲亢的诊治（中国指南）', '蒙碧辉', 'https://www.haodf.com/neirong/wenzhang/536038242.html')
('2011-10-17', '甲亢', '甲亢复发 苦恼', '匡安仁', 'https://www.haodf.com/neirong/wenzhang/534807549.html')
('2011-10-10', '甲亢', '甲亢四年,碘131治疗后，碗筷怎办？大小便(⊙o⊙)？', '岳殿超', 'https://www.haodf.com/neirong/wenzhang/530711857.html')
('2011-09-29', '甲亢', '甲亢何缘变甲减', '王舰', 'https://www.haodf.com/neirong/wenzhang/524110125.html')
('2011-09-29', '甲亢', '甲亢相关小知识', '周蓉', 'https://www.haodf.com/neirong/wenzhang/523930257.html')
('2011-09-16', '甲亢', '甲亢不可小觑', '王利平', 'https://www.haodf.com/neirong/wenzhang/516075309.html')
('2011-09-15', '甲亢', '甲亢注意事项', '周国胜', 'https://www.haodf.com/neirong/wenzhang/515403451.html')
('2011-09-14', '甲亢', '甲亢患者注意事项', '吴红艳', 'https://www.haodf.com/neirong/wenzhang/514649577.html')
('2011-09-14', '甲亢', '甲亢的预防', '吴红艳', 'https://www.haodf.com/neirong/wenzhang/514627867.html')
('2011-09-11', '甲亢', '桥本氏甲亢', '郝孝君', 'https://www.haodf.com/neirong/wenzhang/512783252.html')
('2011-09-09', '甲亢', '误解二：碘131是甲亢患者的优先治疗方案？', '张超杰', 'https://www.haodf.com/neirong/wenzhang/511986839.html')
('2011-09-02', '甲亢', '甲亢患者的饮食和调理', '陈璟', 'https://www.haodf.com/neirong/wenzhang/426635397.html')
('2011-08-24', '甲亢', '甲亢有什么症状？', '吴依娜', 'https://www.haodf.com/neirong/wenzhang/420706386.html')
('2011-08-24', '甲亢', '孩子患甲亢6年了 咨询', '徐旭', 'https://www.haodf.com/neirong/wenzhang/420605327.html')
('2011-08-20', '甲亢', '甲亢、甲减的临床表现', '吴红艳', 'https://www.haodf.com/neirong/wenzhang/417728856.html')
('2011-08-09', '甲亢', '小心甲亢悄悄找上你－《自我保健》杂志的采访', '李连喜', 'https://www.haodf.com/neirong/wenzhang/410600222.html')
('2011-08-01', '甲亢', '谈甲亢---是否需要终身治疗的疾病', '丁勇', 'https://www.haodf.com/neirong/wenzhang/404501059.html')
('2011-07-26', '甲亢', '甲亢饮食注意事项', '张文先', 'https://www.haodf.com/neirong/wenzhang/400956167.html')
('2011-07-21', '甲亢', '甲亢病人用131I治疗后会影响生育吗？', '冯会娟', 'https://www.haodf.com/neirong/wenzhang/397575576.html')
('2011-07-17', '甲亢', '“甲亢”——你应该知道的以及你所不知道的（上）', '陈世波', 'https://www.haodf.com/neirong/wenzhang/394580194.html')
('2011-07-04', '甲亢', '亚临床甲亢', '余永波', 'https://www.haodf.com/neirong/wenzhang/383500473.html')
('2011-07-02', '甲亢', '甲亢分型', '余永波', 'https://www.haodf.com/neirong/wenzhang/382430503.html')
('2011-06-30', '甲亢', 'Graves病甲亢患者的饮食须知 瑞金医院内分泌科 王 曙', '管樑', 'https://www.haodf.com/neirong/wenzhang/381271996.html')
('2011-06-24', '甲亢', '甲亢20问', '陈刚', 'https://www.haodf.com/neirong/wenzhang/323401089.html')
('2011-06-01', '甲亢', '碘131治疗甲亢原理', '余永波', 'https://www.haodf.com/neirong/wenzhang/155078640.html')
('2011-05-25', '甲亢', '甲亢三种治疗方法的优缺点', '宋春丽', 'https://www.haodf.com/neirong/wenzhang/151199527.html')
('2011-05-07', '甲亢', '甲亢病人的饮食', '冯会娟', 'https://www.haodf.com/neirong/wenzhang/141163035.html')
('2011-05-06', '甲亢', '甲亢患者饮食注意事项', '林晓悦', 'https://www.haodf.com/neirong/wenzhang/140844770.html')
('2011-05-05', '甲亢', '131I治疗甲亢服药后要注意哪些问题？', '张永学', 'https://www.haodf.com/neirong/wenzhang/140236633.html')
('2011-05-05', '甲亢', '131I治疗甲亢前需要做哪些准备？', '张永学', 'https://www.haodf.com/neirong/wenzhang/140229132.html')
('2011-05-05', '甲亢', '131I治疗甲亢的疗效如何？治疗后什么时候出现效果？', '张永学', 'https://www.haodf.com/neirong/wenzhang/140210770.html')
('2011-04-17', '甲亢', '甲亢-西药治疗-碘131治疗-甲减-怀孕-生子-母乳喂养', '蒋宁一', 'https://www.haodf.com/neirong/wenzhang/124415372.html')
('2011-04-17', '甲亢', '甲亢与脱发', '林晓悦', 'https://www.haodf.com/neirong/wenzhang/124025276.html')
('2011-04-10', '甲亢', '甲亢患者有哪些临床症状', '齐林', 'https://www.haodf.com/neirong/wenzhang/120343118.html')
('2011-04-08', '甲亢', '哪些甲亢病人更适合碘-131治疗呢？', '戴皓洁', 'https://www.haodf.com/neirong/wenzhang/119293592.html')
('2011-04-08', '甲亢', '甲亢病人饮食上应注意什么？', '戴皓洁', 'https://www.haodf.com/neirong/wenzhang/119292669.html')
('2011-03-30', '甲亢', '一次性治愈甲亢的好方法(山东青岛）', '郝海涛', 'https://www.haodf.com/neirong/wenzhang/114657464.html')
('2011-02-27', '甲亢', '甲亢病人为什么肝功能不好？', '梁九根', 'https://www.haodf.com/neirong/wenzhang/98145266.html')
('2011-01-18', '甲亢', '患甲亢近8年一直反复，目前想要小孩，进行131的治疗是否合适', '戴皓洁', 'https://www.haodf.com/neirong/wenzhang/82502306.html')
('2011-01-15', '甲亢', '何种方法治疗甲亢好', '岳殿超', 'https://www.haodf.com/neirong/wenzhang/81385020.html')
('2011-01-10', '甲亢', '什么样的甲亢患者不适合做碘-131治疗？', '陆汉魁', 'https://www.haodf.com/neirong/wenzhang/79474337.html')
('2011-01-10', '甲亢', '为什么碘-131能治疗甲亢？碘-131治疗甲亢有哪些特点？', '陆汉魁', 'https://www.haodf.com/neirong/wenzhang/79472896.html')
('2011-01-10', '甲亢', '甲亢有哪些常见的表现？', '陆汉魁', 'https://www.haodf.com/neirong/wenzhang/79460481.html')
('2011-01-10', '甲亢', '什么是甲亢？为什么会生甲亢？', '陆汉魁', 'https://www.haodf.com/neirong/wenzhang/79458162.html')
('2010-12-29', '甲亢', '最安全的选择：碘-131治疗甲亢', '王社教', 'https://www.haodf.com/neirong/wenzhang/75581774.html')
('2010-12-21', '甲亢', '甲亢患者什么情况下适合碘131治疗', '周乐杜', 'https://www.haodf.com/neirong/wenzhang/72738703.html')
('2010-12-14', '甲亢', '抗甲状腺药物治疗（ATD治疗）——Graves 甲亢的首选', '王曙', 'https://www.haodf.com/neirong/wenzhang/70483400.html')
('2010-12-07', '甲亢', '碘源性甲亢', '赵鹏飞', 'https://www.haodf.com/neirong/wenzhang/67515883.html')
('2010-11-24', '甲亢', '4.一个医生所理解的甲亢与甲减。', '王社教', 'https://www.haodf.com/neirong/wenzhang/62494409.html')
('2010-09-21', '甲亢', '采用碘131治疗甲亢前的准备', '马步成', 'https://www.haodf.com/neirong/wenzhang/185326.html')
('2010-06-19', '甲亢', '13．甲亢能治愈吗？', '王社教', 'https://www.haodf.com/neirong/wenzhang/155339.html')
('2010-06-19', '甲亢', '11. 甲亢治疗方案的选择', '王社教', 'https://www.haodf.com/neirong/wenzhang/155332.html')
('2010-05-04', '甲亢', '碘131治疗甲亢高效便捷', '杨辉', 'https://www.haodf.com/neirong/wenzhang/144620.html')
('2010-02-25', '甲亢', '甲亢患者什么情况下适合碘131治疗？', '肖晖', 'https://www.haodf.com/neirong/wenzhang/125737.html')
('2010-02-20', '甲亢', '甲亢病人治疗期间怀孕怎么办？', '杨辉', 'https://www.haodf.com/neirong/wenzhang/124412.html')
('2010-02-03', '甲亢', '妊娠、哺乳与甲亢', '李飞', 'https://www.haodf.com/neirong/wenzhang/120689.html')
('2010-01-14', '甲亢', '甲亢的治疗方法简介', '蒋宁一', 'https://www.haodf.com/neirong/wenzhang/115190.html')
('2009-12-31', '甲亢', '治甲亢，您选对方法了吗?', '吕中伟', 'https://www.haodf.com/neirong/wenzhang/111276.html')
('2009-12-12', '甲亢', '甲亢病人能否同时用抗甲状腺药物和碘-131进行治疗？', '薛军', 'https://www.haodf.com/neirong/wenzhang/106482.html')
('2009-10-25', '甲亢', '病人对放射碘治疗甲亢有什么顾虑呢？', '欧阳伟', 'https://www.haodf.com/neirong/wenzhang/94514.html')
('2009-08-28', '甲亢', '甲亢病治疗后已停药二年,还会不会复发', '岳殿超', 'https://www.haodf.com/neirong/wenzhang/81645.html')
('2009-08-16', '甲亢', '您得了甲亢吗？', '朱巍', 'https://www.haodf.com/neirong/wenzhang/79482.html')
('2009-08-04', '甲亢', '治甲亢一定要长期吃药吗？', '陈立波', 'https://www.haodf.com/neirong/wenzhang/77360.html')
('2009-07-29', '甲亢', '甲亢应该怎么治疗好啊？', '陈立波', 'https://www.haodf.com/neirong/wenzhang/76504.html')
('2009-06-17', '甲亢', '甲亢碘-131治疗相关问答', '林岩松', 'https://www.haodf.com/neirong/wenzhang/70449.html')
